address	ID	Name
"        -21, 519547, 25, 676315"	1444	"A14, Orapa, Central, Botswana"
"        47, 176037, 12, 695003"	1446	"MooserbodenstraÃŸe, Kaprun, Kaprun, Zell am See District, Salzburg, Austria, 5710"
"        48, 112286, -88, 624574"	1447	"Greenstone Ridge Trail, Isle Royale National Park, Houghton, Keweenaw County, Michigan, United States"
"        40, 494873, -76, 081352"	1448	"601-639, Schoolhouse Road, Bernville, Upper Bern, Berks County, Pennsylvania, United States, 19506"
"        48, 86209, 2, 325261"	1449	"60, Quai des Tuileries, Paris, Paris, Ã_le-de-France, France, 75001"
"        48, 856041, 2, 315243"	1450	"79, Rue de Varenne, Paris, Paris, Ã_le-de-France, France, 75007"
"        48, 846832, 2, 340735"	1451	"2-6, Rue Gay-Lussac, Paris, Paris, Ã_le-de-France, France, 75005"
"        52, 10119, 5, 342209"	1456	"Trekerweg, Leusden, Leusden, Utrecht, The Netherlands, 3832"
"        52, 156431, 5, 390419"	1457	"5, Zevenhuizen, Stadskern, Amersfoort, Amersfoort, Utrecht, The Netherlands, 3811 CW"
"        61, 173468, -149, 987937"	1463	"5000, Ted Stevens Anchorage International Airport, West International Airport Road, Spenard, Anchorage, Anchorage, Alaska, United States, 99502"
"        50, 038423, 8, 563929"	1464	"335, Frankfurt Airport, Flughafen Frankfurt am Main, Flughafen, Frankfurt am Main SÃ_d, Frankfurt, Darmstadt, Hesse, Germany, 60549"
"        32, 466141, 11, 990215"	1466	"An Nuqat al Khams, Libya"
"        32, 112095, 11, 878452"	1468	"Al Jabal al Gharbi, Libya"
"        55, 953981, -3, 041486"	1470	"10, Balcarres Road, Musselburgh, Musselburgh, East Lothian, United Kingdom, EH21 7SG"
"        55, 950656, -3, 067058"	1471	"3, Promenade, Musselburgh, Musselburgh, East Lothian, United Kingdom, EH21"
"        40, 91605, 17, 067934"	1472	"Viale Montechiuso, Conversano, Bari, Apulia, Italy, 70014"
"        40, 964911, 17, 053742"	1474	"Viale Calafame, Conversano, Bari, Apulia, Italy, 70014"
"        51, 856303, -2, 679921"	1475	"Talybont Lane, Ross-on-Wye, Herefordshire, United Kingdom, HR9 6DR"
"        51, 868932, -2, 680307"	1476	"5, Llanwrithy, Llangrove, Ross-on-Wye, Herefordshire, United Kingdom, HR9 6EP"
"        51, 850472, -2, 688718"	1477	"Talybont Lane, Ross-on-Wye, Herefordshire, United Kingdom, HR9 6DR"
"        34, 710212, -92, 272225"	1478	"Unnamed Road, Little Rock, Big Rock, Pulaski County, Arkansas, United States, 72206"
"        19, 413052, -99, 043358"	1484	"48, 33, Maravillas, Ciudad NezahualcÃ_yotl, State of Mexico, Mexico, 57410"
"        19, 426239, -99, 04192"	1485	"95, 1a,  Avenida, Estado de MÃ©xico, Ciudad NezahualcÃ_yotl, State of Mexico, Mexico, 57210"
"        19, 496688, -99, 024073"	1487	"DÃ_a, Estrella de Oriente, Ecatepec, State of Mexico, Mexico"
"        19, 494924, -99, 013896"	1488	"MÃ©xico 57D, Mexico City, Ecatepec, State of Mexico, Mexico"
"        19, 493316, -99, 164057"	1490	"719, Pte,  134, Industrial Vallejo, Azcapotzalco, Mexico City, Federal District, Mexico, 02300"
"        19, 500203, -99, 163976"	1491	"Nte,  59, Industrial Vallejo, Azcapotzalco, Mexico City, Federal District, Mexico, 02300"
"        29, 606527, -98, 584201"	1492	"17910, West Ih 10, Far North Central, San Antonio, Bexar County, Texas, United States, 78257"
"        34, 596951, 69, 297211"	1494	"Unnamed Road, Deh Sabz, Shakar Dara, Kabul, Afghanistan"
"        35, 296472, 25, 742691"	1495	"Eparchiaki Odos Agiou Nikolaou - Vrouchas, Agios Nikolaos, Agios Nikolaos, Lasithi, Crete, Crete, Greece, 720 53"
"        35, 280025, 25, 736906"	1496	"Akti Olountos, Agios Nikolaos, Agios Nikolaos, Lasithi, Crete, Crete, Greece, 720 53"
"        35, 204071, 25, 724219"	1498	"42, Eparchiaki Odos Agiou Nikolaou - Vrouchas, Agios Nikolaos, Agios Nikolaos, Agios Nikolaos, Lasithi, Crete, Crete, Greece, 721 00"
"        40, 415652, -3, 703396"	1500	"6, Calle de Carretas, Madrid, Madrid, Community of Madrid, Spain, 28012"
"        40, 978225, -4, 119599"	1501	"A-601, Segovia, Segovia, Castile and LeÃ_n, Spain, 40196"
"        40, 980203, -4, 162582"	1502	"Camino de la Lastrilla, Segovia, Segovia, Castile and LeÃ_n, Spain, 40196"
"        48, 866839, 2, 310347"	1505	"3, Avenue du GÃ©nÃ©ral Eisenhower, Paris, Paris, Ã_le-de-France, France, 75008"
"        -23, 643369, -68, 318921"	1506	"B-385, San Pedro de Atacama, El Loa, Antofagasta Region, Chile"
"        47, 263648, -122, 36357"	1508	"1750, Marine View Drive, Northeast Tacoma, Tacoma, Pierce County, Washington, United States, 98422"
"        47, 602792, -122, 340685"	1509	"Seattle Ferry Terminal, Seattle, King County, Washington, United States, 98104"
"        47, 628163, -122, 391827"	1510	"2601, West Marina Place, Seattle, King County, Washington, United States, 98199"
"        29, 119748, 0, 022799"	1511	"N51, Adrar, Algeria"
"        43, 735403, 7, 426372"	1512	"Quai l'Hirondelle, Monte Carlo, Monaco, Monaco"
"        34, 160668, -118, 682744"	1514	"5464, Hobson Court, Calabasas, Los Angeles County, California, United States, 91302"
"        37, 199664, 15, 191689"	1515	"Pontile Esterno (040/220), Syracuse, Sicily, Italy"
"        36, 081473, -115, 137611"	1516	"6075, McCarran International Airport, Spencer Street, Las Vegas, Clark County, Nevada, United States, 89119"
"        36, 06877, -115, 27173"	1517	"8329, West Sunset Road, Las Vegas, Clark County, Nevada, United States, 89113"
"        36, 022551, -115, 174785"	1518	"9151-9175, South Las Vegas Boulevard, Las Vegas, Clark County, Nevada, United States, 89123"
"        42, 523827, -100, 09162"	1519	"Unnamed Road, Johnstown, Johnstown, Brown County, Nebraska, United States, 69214"
"        40, 447406, -112, 229237"	1521	"Oak Canyon Road, Cedar Valley, Utah County, Utah, United States, 84013"
"        52, 171119, 5, 129424"	1523	"Bert Bospad, Westbroek, The Netherlands"
"        52, 169372, 5, 12326"	1525	"Bert Bospad, Westbroek, The Netherlands"
"        -50, 06259, -68, 454665"	1526	"Ruta Nacional 288, Corpen Aike Department, Santa Cruz Province, Argentina, Argentina"
"        -50, 063857, -68, 451875"	1527	"Ruta Nacional 288, Corpen Aike Department, Santa Cruz Province, Argentina, Argentina"
"        40, 763353, -112, 639637"	1528	"Unnamed Road, Dugway, Tooele County, Utah, United States, 84022"
"        40, 765791, -112, 608159"	1529	"Unnamed Road, Tooele County, Utah, United States"
"        37, 210867, -7, 471838"	1530	"N125-6, Faro District, Portugal, 8950"
"        37, 209038, -7, 470084"	1531	"N125-6, Faro District, Portugal, 8950"
"        37, 214576, -7, 349045"	1534	"Pista VÃ_a Verde Litoral, Ayamonte, Huelva, Andalusia, Spain, 21400"
"        37, 205335, -7, 442456"	1537	"Castro Marim, Castro Marim Municipality, Faro District, Portugal"
"        37, 57945, -6, 300412"	1538	"SE-530, AznalcÃ_llar, Sevilla, Andalusia, Spain, 41870"
"        37, 572818, -6, 271487"	1539	"SE-530, AznalcÃ_llar, Sevilla, Andalusia, Spain, 41870"
"        37, 115784, -7, 62704"	1540	"107K, Estrada das 4 ÃÅguas, Tavira, Tavira Municipality, Faro District, Portugal, 8800"
"        -2, 01215, 114, 594499"	1541	"Petak Puti, Timpah, Kapuas, Central Borneo, Indonesia"
"        -2, 124816, 114, 627844"	1542	"Katunjung, Mantangai, Kapuas, Central Borneo, Indonesia"
"        -2, 119669, 114, 620935"	1543	"Tumbang Muroi, Mantangai, Kapuas, Central Borneo, Indonesia"
"        37, 246042, -7, 286028"	1544	"N-431, Isla Cristina, Huelva, Andalusia, Spain, 21410"
"        37, 245107, -7, 284362"	1545	"N-431, Isla Cristina, Huelva, Andalusia, Spain, 21410"
"        37, 197326, -7, 364796"	1546	"1I, Calle ValdejudÃ_os, Ayamonte, Huelva, Andalusia, Spain, 21409"
"        -31, 517649, 135, 990296"	1548	"Gairdner, South Australia, Australia, 5710"
"        52, 451614, 158, 205391"	1550	"Yelizovsky District, Kamchatka Krai, Russia"
"        67, 398529, -161, 671272"	1551	"99752, Kotzebue, Alaska, United States"
"        -38, 428089, -68, 885829"	1553	"Ruta Provincial 50, Confluencia Department, NeuquÃ©n Province, Argentina"
"        -37, 836182, -69, 863155"	1556	"Ruta Nacional 40, LoncopuÃ© Department, NeuquÃ©n Province, Argentina"
"        -38, 738352, -62, 946917"	1557	"Ruta Nacional 22, Villarino Partido, Buenos Aires Province, Argentina"
"        38, 487491, -109, 678409"	1558	"Potash Road, Moab, San Juan County, Utah, United States, 84532"
"        38, 471502, -109, 681571"	1559	"Potash Road, Moab, San Juan County, Utah, United States, 84532"
"        41, 283775, -112, 275232"	1560	"Unnamed Road, Ogden, Weber County, Utah, United States, 84404"
"        57, 368198, 162, 515293"	1561	"Karaginsky District, Kamchatka Krai, Russia"
"        53, 199039, 159, 848706"	1563	"Yelizovsky District, Kamchatka Krai, Russia"
"        70, 874223, -156, 213188"	1565	"Winter Trail, North Slope, Alaska, United States"
"        30, 259146, 38, 300166"	1567	"74742, Al Jowf, Saudi Arabia"
"        30, 183423, 38, 365054"	1568	"74916, Al Jowf, Saudi Arabia"
"        24, 551374, 54, 479424"	1569	"Sheikh Khalifa Highway, Yas Island, Abu Dhabi, Abu Dhabi, United Arab Emirates"
"        24, 526819, 54, 553614"	1572	"Sheikh Khalifa Highway, Yas Island, Abu Dhabi, Abu Dhabi, United Arab Emirates"
"        38, 864777, 33, 40229"	1574	"KayacÄ±k Caddesi, Å_ereflikoÃ§hisar, Ankara Province, Turkey"
"        38, 999109, 33, 404297"	1578	"E90, Å_ereflikoÃ§hisar, Ankara Province, Turkey"
"        34, 669704, 135, 478018"	1579	"Unnamed Road, åŒ—ï_’, 3 Chome, Chiyozaki, Nishi Ward, Osaka, Osaka Prefecture, Japan, 550-0023"
"        42, 5814, -95, 692367"	1582	"979, 650th Street, Washta, Willow, Cherokee County, Iowa, United States, 51061"
"        37, 097117, -5, 909308"	1583	"SE-428, Utrera, Sevilla, Andalusia, Spain, 41727"
"        41, 287273, -112, 27749"	1584	"Unnamed Road, Ogden, Weber County, Utah, United States, 84404"
"        41, 287439, -112, 26807"	1585	"Unnamed Road, Ogden, Weber County, Utah, United States, 84404"
"        36, 897608, -6, 273935"	1588	"CA-9027, Trebujena, CÃ¡diz, Andalusia, Spain, 11560"
"        37, 489485, -122, 199265"	1589	"Rose Avenue, Redwood City, San Mateo County, California, United States, 94063"
"        24, 855289, 55, 008438"	1591	"Seih Shuaib - Al Fayah Truck Road, Al Jarf, Dubai, Dubai, United Arab Emirates"
"        52, 171119, 5, 129424"	1592	"Bert Bospad, Westbroek, The Netherlands"
"        -50, 119473, -69, 128006"	1594	"Ruta Provincial 17, Corpen Aike Department, Santa Cruz Province, Argentina, Argentina"
"        -50, 11485, -69, 102343"	1595	"Ruta Provincial 17, Corpen Aike Department, Santa Cruz Province, Argentina, Argentina"
"        24, 872587, 55, 134512"	1598	"Unnamed Road, Dubai, Dubai, United Arab Emirates"
"        24, 559741, 54, 771362"	1600	"Sheikh Maktoum Bin Rashid Road, Al Shahama, Al Rahba, Abu Dhabi, United Arab Emirates"
"        43, 664954, 5, 689162"	1606	"1213, Chemin de la Neuve Ã  la Seouve, Jouques, Bouches-du-Rhone, Provence-Alpes-CÃ´te d'Azur, France, 13490"
"        37, 402543, -6, 805253"	1607	"N-435, Beas, Huelva, Andalusia, Spain"
"        37, 408696, -6, 797603"	1608	"Unnamed Road, Beas, Huelva, Andalusia, Spain, 21630"
"        37, 413762, -6, 783334"	1609	"HV-5114, Beas, Huelva, Andalusia, Spain, 21630"
"        43, 761472, 5, 446742"	1610	"Chemin de Gastoule, Parc Naturel rÃ©gional du Luberon, Cucuron, Vaucluse, Provence-Alpes-CÃ´te d'Azur, France, 84160"
"        38, 909325, -77, 040843"	1611	"1779, Massachusetts Avenue Northwest, Downtown, Washington, District of Columbia, United States, 20036"
"        52, 900645, 6, 577099"	1612	"Unnamed Road, Zwiggelte, Midden-Drenthe, Drenthe, The Netherlands, 9433"
"        37, 147384, -8, 524998"	1613	"N125, Faro District, Portugal"
"        37, 148816, -8, 524794"	1614	"N125, Faro District, Portugal"
"        52, 707232, 7, 071183"	1615	"Dritter Reihenweg, Twist, Lower Saxony, Germany, 49767"
"        -32, 064781, 135, 38689"	1617	"Yardea, South Australia, Australia, 5601"
"        -32, 016179, 135, 437101"	1618	"5710, South Australia, Australia"
"        44, 487063, 60, 865137"	1620	"Muynak District, Republic of Karakalpakstan, Uzbekistan"
"        43, 269568, 59, 152901"	1623	"4P173, Muynak District, Republic of Karakalpakstan, Uzbekistan"
"        39, 77735, -98, 489355"	1626	"Unnamed Road, Lebanon, Esbon, Jewell County, Kansas, United States, 66952"
"        -33, 476187, 122, 29956"	1628	"Mount Ney Road, Wittenoom Hills, Western Australia, Australia, 6450"
"        -33, 2678, 122, 219952"	1629	"Dempster Road, Mount Ney, Western Australia, Australia, 6447"
"        48, 877147, 2, 343883"	1630	"2-10, Passage Briare, 9e Arrondissement, Paris, Paris, Ã_le-de-France, France, 75009"
"        67, 110567, -163, 51646"	1634	"99752, Kotzebue, Alaska, United States"
"        30, 554852, 48, 258407"	1636	"Ahvaz-Khorramshahr Old Road, Khorramshahr, Khuzestan, Iran"
"        30, 524635, 48, 257699"	1637	"Ahvaz-Khorramshahr Old Road, Khorramshahr, Khuzestan, Iran"
"        30, 546278, 48, 207016"	1639	"Ahvaz-Khorramshahr Road, Khorramshahr, Khuzestan, Iran"
"        30, 521678, 48, 21826"	1640	"37, Khorramshahr, Khuzestan, Iran"
"        30, 572276, 48, 249674"	1641	"Ahvaz-Khorramshahr Old Road, Khorramshahr, Khuzestan, Iran"
"        68, 986534, -163, 062634"	1643	"North Slope, Alaska, United States"
"        68, 988934, -163, 054738"	1644	"North Slope, Alaska, United States"
"        65, 831292, -169, 007113"	1645	Diomede Ilands
"        65, 828076, -169, 013056"	1646	Diomede Ilands
"        65, 819077, -169, 075691"	1648	"Chukotsky District, Chukotka Autonomous Okrug, Russia"
"        43, 383424, 144, 012104"	1652	"éÅ“éÅ“664åè·ç·_, Moashoro, Ashoro, Ashoro District, Hokkaido, Japan"
"        43, 384422, 144, 011203"	1653	"éÅ“éÅ“664åè·ç·_, Moashoro, Ashoro, Ashoro District, Hokkaido, Japan"
"        58, 745544, -137, 434637"	1655	"99826, Gustavus, Alaska, United States"
"        30, 277308, 38, 434878"	1657	"65, Al Jowf, Saudi Arabia"
"        38, 781564, -9, 499429"	1660	"Estrada do Cabo da Roca, Sintra, Lisbon, Portugal, 2705"
"        43, 648455, 7, 147239"	1661	"Promenade de l'Hippodrome, Cagnes-sur-Mer, Alpes-Maritimes, Provence-Alpes-CÃ´te d'Azur, France, 06800"
"        43, 659972, 7, 211002"	1662	"Boulevard Jacqueline Auriol InfÃ©rieur, Nice CÃ´te d'Azur Airport, Nice, Alpes-Maritimes, Provence-Alpes-CÃ´te d'Azur, France, 06200"
"        30, 549761, 48, 266003"	1663	"Ahvaz-Khorramshahr Old Road, Khorramshahr, Khuzestan, Iran"
"        40, 772665, -86, 124857"	1664	"758, North Eel River Cemetery Road, Peru, Peru, Miami County, Indiana, United States, 46970"
"        -41, 27929, 174, 784713"	1666	"80A, Waterloo Quay, Pipitea, Wellington, Wellington, New Zealand, 6011"
"        35, 617156, -80, 885719"	1668	"213, Morgan Bluff Road, Mooresville, Davidson, Iredell County, North Carolina, United States, 28117"
"        40, 078433, 116, 604767"	1669	"Hangping North Road, Chaoyang, Beijing, Beijing, China, 100621"
"        30, 823593, 7, 905156"	1672	"Ouargla, Algeria"
"        30, 998542, 7, 930616"	1673	"Ouargla, Algeria"
"        30, 388285, 7, 900532"	1674	"M, L, N Road, Ouargla, Algeria"
"        30, 595033, 7, 928406"	1675	"M, L, N Road, Ouargla, Algeria"
"        27, 993407, 48, 781569"	1676	"611, Eastern Province, Saudi Arabia, 39214"
"        35, 359601, 138, 732278"	1681	"çœŒéÅ“152åè·ç·_, Kitayama, Fujinomiya, Shizuoka Prefecture, Japan"
"        -67, 311189, -66, 668359"	1683	Antarctica
"        16, 001822, 11, 365184"	1684	"Goure, Zinder, Niger"
"        23, 624945, -77, 862596"	1685	The Bahamas
"        24, 553291, -78, 368053"	1686	"North Andros, The Bahamas"
"        24, 696076, -78, 370199"	1687	The Bahamas
"        24, 693269, -78, 272181"	1688	"North Andros, The Bahamas"
"        23, 474977, -75, 852614"	1689	"Exuma, The Bahamas"
"        28, 18554, 48, 638586"	1690	"611, Eastern Province, Saudi Arabia, 39231"
"        48, 873815, 2, 293753"	1692	"2, Avenue Foch, Paris, Paris, Ã_le-de-France, France, 75116"
"        38, 889728, -77, 009233"	1694	"20097, Washington, District of Columbia, United States"
"        43, 593965, -124, 227949"	1695	"Wildwood Drive, Siuslaw National Forest, North Bend, Coos County, Oregon, United States, 97459"
"        29, 795509, 31, 228144"	1697	"ÙˆØµÙ„Ø© Ø¯Ù‡Ø´ÙˆØ± Ø§Ù„Ø¬Ù†ÙˆØ¨Ù_Ù‡, Giza, Egypt"
"        31, 155293, 7, 900586"	1698	"Ouargla, Algeria"
"        31, 125844, 7, 90164"	1699	"Ouargla, Algeria"
"        32, 2275, -110, 850259"	1701	"6653, East Carondelet Drive, El G, H, E, K, O, , Tucson, Pima County, Arizona, United States, 85710"
"        48, 809912, 2, 099437"	1702	"AllÃ©e des Sabotiers, Versailles, Yvelines, Ã_le-de-France, France, 78000"
"        48, 805856, 2, 115552"	1703	"AllÃ©e Royale, Versailles, Yvelines, Ã_le-de-France, France, 78000"
"        39, 49691, -119, 768496"	1704	"2077, Reno-Tahoe International Airport, National Guard Way, Reno, Washoe County, Nevada, United States, 89502"
"        32, 394493, 100, 412088"	1707	"040 County Road, Sertar, Garze, Sichuan, China"
"        41, 59763, -5, 436283"	1710	"4, Calle Mayor, Pozoantiguo, Zamora, Castile and LeÃ_n, Spain, 49835"
"        33, 797638, -84, 443223"	1711	"1630-1642, Marietta Road Northwest, Hills Park, Atlanta, Fulton County, Georgia, United States, 30318"
"        29, 337928, 30, 075082"	1712	"Wadi Hitan Road, Giza, Egypt"
"        25, 523246, -80, 480533"	1713	"26100, Krome Avenue, Homestead, Miami-Dade County, Florida, United States, 33031"
"        29, 302219, 30, 04973"	1714	"Wadi Hitan Road, Giza, Egypt"
"        29, 285106, 30, 050491"	1716	"Wadi Hitan Road, Giza, Egypt"
"        29, 313904, 30, 154089"	1718	"Wadi Hitan Road, Faiyum, Egypt"
"        22, 940492, 79, 986947"	1719	"Narmarda Parikrama by river bank, Deori, Madhya Pradesh, India, 482056"
"        29, 254286, 30, 162849"	1720	"Wadi Hitan Road, Faiyum, Egypt"
"        29, 25321, 30, 130384"	1721	"Wadi Hitan Road, Faiyum, Egypt"
"        29, 139313, 30, 301377"	1722	"Tutun - Wadi El Rayyan - Wadi Hitan Road, Faiyum, Egypt"
"        29, 957621, 48, 069971"	1724	"801, Al Jahra, Kuwait"
"        29, 082101, 30, 116138"	1725	"Wadi Hitan Road, Faiyum, Egypt"
"        32, 535802, -100, 709944"	1727	"8258-8508, County Road 4196, Loraine, Scurry County, Texas, United States, 79532"
"        32, 631906, -100, 54396"	1728	"County Road 448, Sweetwater, Fisher County, Texas, United States, 79556"
"        29, 008875, 30, 146683"	1729	"Bani Sweif Governorate, Egypt"
"        28, 974345, 30, 126036"	1730	"Bani Sweif Governorate, Egypt"
"        28, 940548, 30, 130984"	1731	"Bani Sweif Governorate, Egypt"
"        29, 017322, 30, 224154"	1732	"Tutun - Wadi El Rayyan - Wadi Hitan Road, Faiyum, Egypt"
"        29, 09311, 30, 211976"	1734	"Wadi Hitan Road, Faiyum, Egypt"
"        33, 754572, -99, 250754"	1735	"Unnamed Road, Electra, Baylor County, Texas, United States, 76360"
"        36, 305023, -120, 143322"	1737	"Unnamed Road, Fresno County, California, United States"
"        36, 730075, -119, 993461"	1738	"11252, West Kearney Boulevard, Fresno, Fresno County, California, United States, 93706"
"        37, 74333, -120, 938071"	1739	"23540, South Santa Fe Road, Acampo, San Joaquin County, California, United States, 95220"
"        37, 49281, -122, 187687"	1740	"3553, Haven Avenue, Menlo Park, San Mateo County, California, United States, 94025"
"        -19, 939314, -43, 893645"	1741	"Rua Mangabeira da Serra, Belo Horizonte, Belo Horizonte, Minas Gerais, Brazil"
"        -19, 931977, -43, 90837"	1742	"402-1008, Rua Castelo Novo, Santa EfigÃªnia, Belo Horizonte, Belo Horizonte, Minas Gerais, Brazil, 30260"
"        -16, 131441, 45, 962107"	1746	"Mitsinjo, Mahajanga, Madagascar"
"        34, 109012, -90, 219531"	1750	"West River Road, Lambert, Quitman County, Mississippi, United States, 38643"
"        40, 101869, -104, 415055"	1754	"33548-33998, County Road 16, Keenesburg, Weld County, Colorado, United States, 80643"
"        40, 101869, -104, 415055"	1756	"33548-33998, County Road 16, Keenesburg, Weld County, Colorado, United States, 80643"
"        30, 96311, 94, 475995"	1758	"303 Provincial Road, Banbar, Qamdo, Xizang (Tibet), China"
"        37, 87697, 23, 732743"	1759	"Leoforos Posidonos, Elliniko, Elliniko, Elliniko Argiroupoli, Notios Tomeas Athinon, Attica, Attica, Greece, 167 77"
"        30, 547699, 94, 838544"	1760	"Bowo, Nyingchi, Xizang (Tibet), China"
"        30, 013582, 95, 358418"	1761	"318 National Road, Bowo, Nyingchi, Xizang (Tibet), China"
"        37, 911226, 23, 703775"	1762	"18, Leoforos Posidonos, Alimos, Alimos, Alimos, Notios Tomeas Athinon, Attica, Attica, Greece, 174 55"
"        32, 328483, 65, 194072"	1763	"Kajaki, Helmand, Afghanistan"
"        11, 159088, 42, 90465"	1766	"RN5, Ali Sabieh, Djibouti"
"        41, 78664, -87, 749407"	1767	"Unnamed Road, Chicago Midway International Airport, South Side, Chicago, Cook County, Illinois, United States, 60638"
"        41, 900567, -87, 780264"	1768	"815, North Lombard Avenue, Oak Park, Oak Park, Cook County, Illinois, United States, 60302"
"        -24, 083251, 139, 849641"	1770	"Bedourie, Queensland, Australia, 4829"
"        40, 201946, -98, 632555"	1771	"Unnamed Road, 3, Webster County, Nebraska, United States"
"        49, 310634, -123, 114248"	1772	"1333, McKeen Avenue, North Vancouver, North Vancouver, Greater Vancouver, British Columbia, Canada, V7P 3H9"
"        15, 70599, -96, 204293"	1774	Mexico
"        45, 549765, 75, 600772"	1775	"Balkhash District, Almaty Province, Kazakhstan"
"        42, 241868, 77, 776065"	1776	"A363, Ysyk Kol Province, Kyrgyzstan"
"        25, 161651, 55, 294128"	1777	"Al Meydan Rd, , Al Marqadh, Dubai, Dubai, United Arab Emirates"
"        30, 040513, -83, 915798"	1778	"4705, Econfina River Road, Lamont, Taylor County, Florida, United States, 32336"
"        25, 115671, 55, 132401"	1779	"Al Safawi, The Palm Jumeira, Dubai, Dubai, United Arab Emirates"
"        30, 058924, -83, 941756"	1780	"Unnamed Road, Lamont, Taylor County, Florida, United States, 32336"
"        33, 213486, -115, 606384"	1782	"Unnamed Road, Calipatria, Imperial County, California, United States, 92233"
"        33, 640902, -116, 253408"	1783	"55871, Brae Burn, La Quinta, Riverside County, California, United States, 92253"
"        33, 736537, -116, 367428"	1784	"74350, Magnesia Falls Drive, Palm Desert, Riverside County, California, United States, 92260"
"        33, 665309, -116, 319964"	1785	"Bear Creek Trail, La Quinta, Riverside County, California, United States, 92253"
"        33, 470158, -116, 128648"	1786	"88000-88826, 80th Avenue, Thermal, Riverside County, California, United States, 92274"
"        33, 595434, -116, 03653"	1787	"Coachella Canal Road, Riverside County, California, United States"
"        54, 188894, 7, 873009"	1788	"Klippenrandweg, Helgoland, Schleswig-Holstein, Germany, 27498"
"        47, 32094, 14, 381811"	1790	"152, Pusterwald, Pusterwald, Pusterwald, Judenburg, Styria, Austria, 8764"
"        -22, 967565, -43, 176947"	1792	"1558, Avenida AtlÃ¢ntica, Copacabana, Rio de Janeiro, Rio de Janeiro, Rio de Janeiro, Brazil, 22021"
"        -25, 350924, 131, 033805"	1793	"State Route 4, Ayers Rock, Northern Territory, Australia, 0872"
"        -18, 820211, 22, 429451"	1796	"Unnamed Road, Seronga, Ngamiland North, North West, Botswana"
"        -15, 551956, -72, 552052"	1797	"106, Castilla Province, Arequipa, Peru"
"        53, 722873, 8, 168953"	1799	"1, An der Werft, Hooksiel, Wangerland, Lower Saxony, Germany, 26434"
"        52, 968897, 4, 679871"	1800	"10, Zeeweg, Huisduinen, Den Helder, North Holland, The Netherlands, 1789"
"        49, 431147, -2, 362848"	1801	"Mill Lane, Sark, Guernsey"
"        32, 440671, -7, 515291"	1804	"P3632, Settat Province, Chaouia-Ouardigha, Morocco"
"        33, 451584, -111, 89631"	1805	"East 1st Street, Scottsdale, Maricopa County, Arizona, United States, 85257"
"        33, 460374, -111, 881107"	1806	"Maricopa Street, Scottsdale, Maricopa County, Arizona, United States, 85256"
"        33, 473315, -111, 878457"	1807	"8800-9200, East Oak Street, Scottsdale, Maricopa County, Arizona, United States, 85256"
"        32, 943995, -111, 991786"	1808	"Unnamed Road, Maricopa, Pinal County, Arizona, United States, 85138"
"        33, 084843, -111, 88218"	1809	"Unnamed Road, Pinal County, Arizona, United States"
"        33, 208692, -111, 884439"	1810	"25601, South Sun Lakes Boulevard, Sun Lakes, Maricopa County, Arizona, United States, 85248"
"        36, 908279, -110, 013742"	1811	"Unnamed Road, Dennehotso, Arizona, United States, 86535"
"        55, 702119, 12, 73324"	1812	"2, Saltholm, Kastrup, TÃ¥rnby Municipality, Denmark, 2770"
"        39, 455347, -0, 350448"	1816	"Pont l'Assut de l'Or, Valencia, Valencia, Valencian Community, Spain, 46013"
"        64, 032299, -17, 202616"	1817	"SkaftafelljÃ¶kull Trail, VatnajÃ¶kull National Park, Iceland"
"        63, 749262, -17, 503828"	1820	"Ã_jÃ_Ã°vegur, South, Iceland"
"        63, 83182, -17, 548181"	1821	"Ã_jÃ_Ã°vegur, South, Iceland"
"        63, 649529, -20, 439871"	1822	"Landeyjarvegur, South, Iceland"
"        63, 784659, -20, 790489"	1823	"Villingaholtsvegur, South, Iceland"
"        62, 150583, -6, 784594"	1824	"HÃ_rheiÃ°ar, Skali, Eysturoy, Faroe Islands"
"        35, 421091, -118, 82598"	1825	"17118-17998, Kern Canyon Road, Bakersfield, Kern County, California, United States, 93306"
"        33, 610911, 45, 932089"	1826	"Somar, Ilam, Ilam, Iran"
"        29, 238907, 88, 896947"	1828	"205 Country Road, Rikaze, Rikaze, Xizang (Tibet), China"
"        29, 360091, 89, 468321"	1829	"211 Country Road, Namling, Rikaze, Xizang (Tibet), China"
"        29, 76976, 86, 863532"	1831	"Ngamring, Rikaze, Xizang (Tibet), China"
"        29, 802722, 86, 958632"	1832	"Ngamring, Rikaze, Xizang (Tibet), China"
"        30, 4765, 86, 094328"	1833	"Ngamring, Rikaze, Xizang (Tibet), China"
"        31, 522946, 85, 714827"	1834	"Nyima, Nagqu, Xizang (Tibet), China"
"        31, 643078, 85, 524541"	1835	"Nyima, Nagqu, Xizang (Tibet), China"
"        31, 645471, 85, 554163"	1836	"Nyima, Nagqu, Xizang (Tibet), China"
"        32, 174045, 85, 116013"	1837	"301 Provincial Road, Nyima, Nagqu, Xizang (Tibet), China"
"        32, 441439, 85, 744981"	1838	"Nyima, Nagqu, Xizang (Tibet), China"
"        32, 965786, 84, 480351"	1839	"Gerze, Ngari, Xizang (Tibet), China"
"        48, 873732, 2, 295059"	1840	"Charles de Gaulle - Ã‰toile, Paris, Paris, Ã_le-de-France, France, 75017"
"        40, 171397, -76, 245289"	1841	"61, Erbs Bridge Road, Lititz, Lancaster County, Pennsylvania, United States, 17543"
